SPDES Permit Number,Outfall Number,CSO Identification Number,Facility Name,Facility Owner Name,Receiving Waterbody Name,Number of Permitted Outfalls,Discharge Activation Type,Number of Overflow Events,Timeframe of Overflow Events Information,Data as of,Link to Real-time Information,DEC Region,County,Latitude,Longtitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
NY0028410,32,NY0028410-032,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,No Data,Average year,2015,,9,Erie,42.861944,-78.826389,"{'latitude': '42.861944', 'longitude': '-78.826389'}",300,66,2041
NY0028410,60,NY0028410-060,Bird Island WWTF,Buffalo Sewer Authority,Scajaquada Creek,52,Model,5,Average year,2015,,9,Erie,42.934444,-78.878333,"{'latitude': '42.934444', 'longitude': '-78.878333'}",300,63,2041
NY0026107,32,NY0026107-032,NYCDEP - Port Richmond WPCF,NYC DEP,Upper New York Bay,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.637582,-74.06954,"{'latitude': '40.637582', 'longitude': '-74.06954'}",585,607,
NY0026131,11,NY0026131-011,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.774287,-73.943268,"{'latitude': '40.774287', 'longitude': '-73.943268'}",749,,2095
NY0031046,11,NY0031046-011,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,1,5 year average,2015,,4,Albany,42.77,-73.6925,"{'latitude': '42.77', 'longitude': '-73.6925'}",835,1176,2030
NY0029114,5,NY0029114-005,"City of Oswego, East Side STP",City of Oswego,Oswego River,6,Model,No Data,No Data,2015,,7,Oswego,43.46,-76.510833,"{'latitude': '43.46', 'longitude': '-76.510833'}",240,667,2135
NY0027081,20,NY0027081-020,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.054722,-76.157222,"{'latitude': '43.054722', 'longitude': '-76.157222'}",687,713,2132
NY0030899,4,NY0030899-004,Watervliet CSO,City of Watervliet,Hudson River,5,Model,16,5 year average,2015,,4,Albany,42.724167,-73.7,"{'latitude': '42.724167', 'longitude': '-73.7'}",828,19,2030
NY0099309,31,NY0099309-031,Troy CSO,City of Troy,Hudson River,49,Model,52,5 year average,2015,,4,Rensselaer,42.730556,-73.695,"{'latitude': '42.730556', 'longitude': '-73.695'}",110,11,2030
NY0027073,25,NY0027073-025,NYCDEP - Red Hook WPCP,NYC DEP,Atlantic Basin,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.680418,-74.013022,"{'latitude': '40.680418', 'longitude': '-74.013022'}",894,814,2090
NY0026158,53,NY0026158-053,NYCDEP - Bowery Bay WPCP,NYC DEP,Hellgate (E),44,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.786116,-73.915344,"{'latitude': '40.786116', 'longitude': '-73.915344'}",196,877,2137
NY0099309,20,NY0099309-020,Troy CSO,City of Troy,Hudson River,49,Model,51,5 year average,2015,,4,Rensselaer,42.762222,-73.6825,"{'latitude': '42.762222', 'longitude': '-73.6825'}",110,11,2138
NY0026191,39,NY0026191-039,NYCDEP - Hunt's Point WPCP,NYC DEP,EAST RIVER,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.804181,-73.869875,"{'latitude': '40.804181', 'longitude': '-73.869875'}",307,745,2032
NY0027081,75,NY0027081-075,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.065,-76.173611,"{'latitude': '43.065', 'longitude': '-76.173611'}",687,713,2132
NY0026336,4,NY0026336-004,Niagara Falls WWTP,Niagara Falls Water Board,Niagara River,9,Observation,No Data,No Data,2015,,9,Niagara,43.088889,-79.066667,"{'latitude': '43.088889', 'longitude': '-79.066667'}",159,167,2131
NY0027081,070 (PSO),NY0027081-070 (PSO),Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.036111,-76.193889,"{'latitude': '43.036111', 'longitude': '-76.193889'}",699,733,2132
NY0027073,28,NY0027073-028,NYCDEP - Red Hook WPCP,NYC DEP,Buttermilk Channel,32,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.680565,-74.017675,"{'latitude': '40.680565', 'longitude': '-74.017675'}",749,,2090
NY0026689,17,NY0026689-017,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,40.987778,-73.888611,"{'latitude': '40.987778', 'longitude': '-73.888611'}",974,,2185
NY0183695,5,NY0183695-005,Washington County S.D. 2 STP,Washington County,Hudson River,11,Model,43,5 year average,2015,,5,Washington,43.268611,-73.588889,"{'latitude': '43.268611', 'longitude': '-73.588889'}",726,92,2184
NY0035742,8,NY0035742-008,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Chemung River,11,Observation,13,2013,2015,,8,Chemung,42.087222,-76.791667,"{'latitude': '42.087222', 'longitude': '-76.791667'}",485,928,2036
NY0031429,55,NY0031429-055,Utica CSO,City of Utica,Nail Creek,47,Observation,9,May 2008 - April 2009,2015,,6,Oneida,43.084444,-75.253889,"{'latitude': '43.084444', 'longitude': '-75.253889'}",984,1464,625
NY0025984,16,NY0025984-016,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.975833,-75.909444,"{'latitude': '43.975833', 'longitude': '-75.909444'}",841,1466,2089
NY0026204,49,NY0026204-049,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.731463,-73.973463,"{'latitude': '40.731463', 'longitude': '-73.973463'}",749,724,2095
NY0025984,13,NY0025984-013,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.978056,-75.910556,"{'latitude': '43.978056', 'longitude': '-75.910556'}",841,1466,2089
NY0026689,6,NY0026689-006,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,40.992222,-73.885,"{'latitude': '40.992222', 'longitude': '-73.885'}",974,1445,2185
NY0027081,31,NY0027081-031,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.046944,-76.157778,"{'latitude': '43.046944', 'longitude': '-76.157778'}",687,711,2132
NY0099309,41,NY0099309-041,Troy CSO,City of Troy,Hudson River,49,Model,45,5 year average,2015,,4,Rensselaer,42.714722,-73.700833,"{'latitude': '42.714722', 'longitude': '-73.700833'}",110,11,2030
NY0026204,27,NY0026204-027,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.732308,-73.962099,"{'latitude': '40.732308', 'longitude': '-73.962099'}",894,901,2090
NY0026107,7,NY0026107-007,NYCDEP - Port Richmond WPCF,NYC DEP,Kill Van Kull,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.645491,-74.102072,"{'latitude': '40.645491', 'longitude': '-74.102072'}",585,604,2139
NY0021903,005E,NY0021903-005E,Auburn STP,City of Auburn,Owasco Outlet,16,Observation,No Data,No Data,2015,,7,Cayuga,42.934722,-76.588889,"{'latitude': '42.934722', 'longitude': '-76.588889'}",87,343,618
NY0028410,17,NY0028410-017,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,49,Average year,2015,,9,Erie,42.877222,-78.879722,"{'latitude': '42.877222', 'longitude': '-78.879722'}",300,33,2041
NY0030899,2,NY0030899-002,Watervliet CSO,City of Watervliet,Hudson River,5,Model,24,5 year average,2015,,4,Albany,42.711944,-73.704722,"{'latitude': '42.711944', 'longitude': '-73.704722'}",828,19,2030
NY0026239,6,NY0026239-006,NYCDEP - Tallmans Island WPCP,NYC DEP,Little Neck Bay,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.782327,-73.770867,"{'latitude': '40.782327', 'longitude': '-73.770867'}",196,830,2137
NY0183695,6,NY0183695-006,Washington County S.D. 2 STP,Washington County,Hudson River,11,Model,24,5 year average,2015,,5,Washington,43.2975,-73.591111,"{'latitude': '43.2975', 'longitude': '-73.591111'}",998,784,2184
NY0035742,13,NY0035742-013,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Chemung River,11,Observation,0,2013,2015,,8,Chemung,42.087222,-76.791667,"{'latitude': '42.087222', 'longitude': '-76.791667'}",485,928,2036
NY0026191,31,NY0026191-031,NYCDEP - Hunt's Point WPCP,NYC DEP,Hutchinson River,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.873797,-73.823608,"{'latitude': '40.873797', 'longitude': '-73.823608'}",307,746,2032
NY0026247,33,NY0026247-033,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.76599,-73.997994,"{'latitude': '40.76599', 'longitude': '-73.997994'}",749,,2095
NY0026158,7,NY0026158-007,NYCDEP - Bowery Bay WPCP,NYC DEP,Flushing Bay,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.765985,-73.862182,"{'latitude': '40.765985', 'longitude': '-73.862182'}",196,,2137
NY0027073,35,NY0027073-035,NYCDEP - Red Hook WPCP,NYC DEP,Gowanus Canal,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.676106,-73.992566,"{'latitude': '40.676106', 'longitude': '-73.992566'}",894,814,2090
NY0029831,10,NY0029831-010,Ogdensburg WWTP,City of Ogdensburg,St. Lawrence River,16,Observation,No Data,2013,2015,,6,St. Lawrence,44.695833,-75.499722,"{'latitude': '44.695833', 'longitude': '-75.499722'}",318,1591,2140
NY0026204,45,NY0026204-045,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.73754,-73.973985,"{'latitude': '40.73754', 'longitude': '-73.973985'}",749,734,2095
NY0099309,25,NY0099309-025,Troy CSO,City of Troy,Hudson River,49,Model,18,5 year average,2015,,4,Rensselaer,42.738056,-73.687778,"{'latitude': '42.738056', 'longitude': '-73.687778'}",110,11,2138
NY0025747,13,NY0025747-013,Albany CSO,Albany Water Board,Hudson River,12,Model,58,5 year average,2015,,4,Albany,42.636389,-73.753889,"{'latitude': '42.636389', 'longitude': '-73.753889'}",814,39,2030
NY0031429,50,NY0031429-050,Utica CSO,City of Utica,Nail Creek,47,Observation,4,May 2008 - April 2009,2015,,6,Oneida,43.0825,-75.286944,"{'latitude': '43.0825', 'longitude': '-75.286944'}",984,1465,625
NY0099309,18,NY0099309-018,Troy CSO,City of Troy,Hudson River,49,Model,57,5 year average,2015,,4,Rensselaer,42.764722,-73.6825,"{'latitude': '42.764722', 'longitude': '-73.6825'}",110,11,2030
NY0029831,3,NY0029831-003,Ogdensburg WWTP,City of Ogdensburg,St. Lawrence River,16,Observation,0,2013,2015,,6,St. Lawrence,44.701944,-75.493333,"{'latitude': '44.701944', 'longitude': '-75.493333'}",318,,2140
NY0026204,71,NY0026204-071,NYCDEP - Newtown Creek WPCP,NYC DEP,Hudson River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.709666,-74.018453,"{'latitude': '40.709666', 'longitude': '-74.018453'}",749,602,2095
NY0020290,3,NY0020290-003,Amsterdam WWTP,City of Amsterdam WWTP,Mohawk River,4,Observation,7,2013,2015,,4,Montgomery,42.935278,-74.195278,"{'latitude': '42.935278', 'longitude': '-74.195278'}",497,1143,624
NY0027057,24,NY0027057-024,Lockport WWTP,City of Lockport,Eighteenmile Creek,12,Observation,No Data,No Data,2015,,9,Niagara,43.171667,-78.680556,"{'latitude': '43.171667', 'longitude': '-78.680556'}",163,930,2131
NY0026255,2,NY0026255-002,Poughkeepsie WPCP,City of Poughkeepsie,Hudson River,6,Monitoring,68,2013,2015,,3,Dutchess,41.698333,-73.941667,"{'latitude': '41.698333', 'longitude': '-73.941667'}",588,,2040
NY0099309,046A,NY0099309-046A,Troy CSO,City of Troy,Hudson River,49,Model,51,5 year average,2015,,4,Rensselaer,42.701389,-73.702222,"{'latitude': '42.701389', 'longitude': '-73.702222'}",110,11,2030
NY0027081,53,NY0027081-053,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.02,-76.155556,"{'latitude': '43.02', 'longitude': '-76.155556'}",687,725,2132
NY0026165,1,NY0026166-001,NYCDEP - Owls Head WPCP,NYC DEP,Upper New York Bay,16,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.641884,-74.03718,"{'latitude': '40.641884', 'longitude': '-74.03718'}",894,,
NY0026247,46,NY0026247-046,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.777536,-73.990956,"{'latitude': '40.777536', 'longitude': '-73.990956'}",749,,2095
NY0029050,2,NY0029050-002,Glens Falls WWTP,City of Glens Falls,Hudson River,1,Observation,19,2013,2015,,5,Warren,43.305278,-73.623611,"{'latitude': '43.305278', 'longitude': '-73.623611'}",824,783,2183
NY0028410,4,NY0028410-004,Bird Island WWTF,Buffalo Sewer Authority,Black Rock Canal,52,Model,5,Average year,2015,,9,Erie,42.926111,-78.899167,"{'latitude': '42.926111', 'longitude': '-78.899167'}",300,69,2041
NY0026131,22,NY0026131-022,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.787783,-73.937774,"{'latitude': '40.787783', 'longitude': '-73.937774'}",749,,2095
NY0026115,1,NY0026115-001,NYCDEP - Jamaica WPCP,NYC DEP,JAMAICA BAY,6,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.631147,-73.798198,"{'latitude': '40.631147', 'longitude': '-73.798198'}",196,,2137
NY0027073,40,NY0027073-040,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.703349,-73.977437,"{'latitude': '40.703349', 'longitude': '-73.977437'}",894,883,2090
NY0031046,4,NY0031046-004,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,40,5 year average,2015,,4,Albany,42.768889,-73.694444,"{'latitude': '42.768889', 'longitude': '-73.694444'}",835,1176,2030
NY0031429,19,NY0031429-019,Utica CSO,City of Utica,Ballou Creek,47,Observation,6,May 2008 - April 2009,2015,,6,Oneida,43.082778,-75.238611,"{'latitude': '43.082778', 'longitude': '-75.238611'}",984,1464,625
NY0026191,13,NY0026191-013,NYCDEP - Hunt's Point WPCP,NYC DEP,Pugsley Creek,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.813788,-73.853002,"{'latitude': '40.813788', 'longitude': '-73.853002'}",307,710,2032
NY0027081,3,NY0027081-003,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.055556,-76.185278,"{'latitude': '43.055556', 'longitude': '-76.185278'}",687,713,2132
NY0026191,4,NY0026191-004,NYCDEP - Hunt's Point WPCP,NYC DEP,Bronx River,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.83826,-73.879339,"{'latitude': '40.83826', 'longitude': '-73.879339'}",307,673,2032
NY0026204,7,NY0026204-007,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.720125,-73.9644,"{'latitude': '40.720125', 'longitude': '-73.9644'}",894,889,2090
NY0031046,8,NY0031046-008,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,11,5 year average,2015,,4,Albany,42.763889,-73.685556,"{'latitude': '42.763889', 'longitude': '-73.685556'}",835,1176,2030
NY0031046,13,NY0031046-013,Cohoes CSO,City of Cohoes,Salt Kill to Hudson River,16,Model,No Data,5 year average,2015,,4,Albany,42.768611,-73.704722,"{'latitude': '42.768611', 'longitude': '-73.704722'}",835,1176,2030
NY0099309,29,NY0099309-029,Troy CSO,City of Troy,Hudson River,49,Model,28,5 year average,2015,,4,Rensselaer,42.733333,-73.691389,"{'latitude': '42.733333', 'longitude': '-73.691389'}",110,11,2138
NY0027081,15,NY0027081-015,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.038889,-76.177222,"{'latitude': '43.038889', 'longitude': '-76.177222'}",687,713,2132
NY0026204,35,NY0026204-035,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.754608,-73.962102,"{'latitude': '40.754608', 'longitude': '-73.962102'}",749,,2095
